SiteCode,Site Name,NoofCells,(2G/3G),Priority,Type,Category,MBU#,OMO Colocation,OMO host name ,,2026-01-01 00:00:00,2026-02-01 00:00:00,2026-03-01 00:00:00,2026-04-01 00:00:00,2026-05-01 00:00:00,2026-06-01 00:00:00,2026-07-01 00:00:00
RUR4978,RUR4978__H_STRAddaKotliBawa,6,2G/LTE,Diamond,Macro,Standby,C4-NRW-05,JAZZ,DEODAR,DG site,99.70940362405412,99.96951471560841,98.43186852847455,99.66872427983536,99.89679783950616,99.42287165637858,100
GUJ6449,GUJ6449__S_Rasulpura,9,2G/3G/LTE,Platinum,Macro,B2S,C4-GUJ-02,Enfrashare,Enfrashare,Non DG Site,98.77493196601614,98.71279761904758,98.90506770211063,95.24146947873787,99.52739197530862,99.62866512345677,99.52079599761046
GUJ5712,GUJ5712__S_KohloWala,12,2G/3G/LTE,Elite,Macro,B2S,C4-GUJ-01,Enfrashare,Enfrashare,Non DG Site,95.45574472321766,97.82026771935611,99.40441743827158,95.48611111111089,99.33592194344874,96.0033757716047,96.81964979091981
SKG0252,SKG0252_ShkrGrh_Bypass,9,2G/3G/LTE,Platinum,Macro,OMO,C4-NRW-05,Jazz Guest/UFONE Host,UFONE,Non DG Site,98.53237422009806,99.39054692092876,98.03027097437922,99.0747599451302,96.9399641577058,96.02591306584333,99.03306700517713
SKG5655,SKG5655__S_MohallaFaisalTown,9,2G/3G/LTE,Platinum,Macro,B2S,C4-NRW-05,Enfrashare,Enfrashare,Non DG Site,98.52204467011799,99.1512116034685,98.38106083233761,99.84070644718786,99.57151035444038,97.78054269547312,99.11987256073267
HFZ5814,HFZ5814_H_Thatta Khokharan Hafizabad,6,2G/LTE,Platinum,Macro,B2S,C4-HFZ-06,Enfrashare,Enfrashare,Non DG Site,97.29098217841492,99.0974289021163,99.33075716845873,98.81385030864189,98.84567278972519,93.35898919753076,99.38302718040617
GUJ9509,GUJ9509__S_Sabzi_Mandi_GT_Road_GJ4238,18,2G/3G/LTE,Elite,Macro,Standby,C4-GUJ-02,JAZZ,DEODAR,DG site,99.4180812757201,99.98088210978835,100,99.04205246913577,99.99998962896588,99.3796510631001,99.6251330455519
SKG4022,SKG4022__H_RailwayRoad,16,2G/3G/LTE,Elite,Macro,Standby,C4-NRW-05,JAZZ,DEODAR,DG site,98.27603466621852,99.93144686259909,99.60919998879916,99.40833574459859,99.56913409124843,97.45026765046285,98.86540238575253
GUJ5873,GUJ5873__S_Kangniwala_CMPak42617,9,2G/3G/LTE,Elite,Macro,OMO,C4-GUJ-01,Jazz Guest/CM-PAK Host,CM-PAK ,Non DG Site,95.3301100159297,95.35594870664288,95.95494407938385,92.0488254458159,90.6276757268016,79.4423653978048,86.77873606132974
HFZ5858,HFZ5858_H_Qila Ram Kou Hafizabad,6,2G/LTE,Gold,Macro,B2S,C4-HFZ-06,Enfrashare,Enfrashare,Non DG Site,99.0995557048984,99.97550843253966,96.75300552568686,83.48209233539073,93.59281660692942,92.0727237654319,92.46449995021894
GUJ9733,GUJ9733__P_SamnabadGuranwala,16,2G/3G/LTE,Elite,Macro,Standby,C4-GUJ-02,JAZZ,DEODAR,DG site,99.41056227598538,99.97534050512566,99.46795428240729,96.92519048996886,98.44577219608705,96.2486858603393,91.53942185633184
RUR6337,RUR6337__S_AhdiSharif,6,2G/LTE,Diamond,Macro,Solar+DG,C4-MBD-08,JAZZ,DEODAR,DG site,100,99.98325892857143,99.98618578255675,99.81102109053492,99.89312649342891,100,99.98693249701313
GJA8788,GJA8788__S_RukkanMalikwal,9,2G/3G/LTE,Diamond,Macro,Standby,C4-MBD-08,JAZZ,DEODAR,DG site,100,99.97857418430333,100,98.61599794238677,100,99.79451731824413,99.82632666268417
SKT8496,SKT8496__S_NawanPindAraian,6,2G/LTE,Bronze,Macro,B2S,C4-SKT-03,Enfrashare,Enfrashare,Non DG Site,96.96445016925519,97.94188161375645,98.94955943847067,99.05526620370367,100,99.69145447530863,99.99962664277179
SKT9473,SKT9473__S_Darbar_Sarwar_Shah_MDSK4288,12,2G/3G/LTE,Diamond,Macro,Standby,C4-SKT-03,JAZZ,DEODAR,DG site,98.59574123855022,98.93210221009693,99.55741611907604,98.68045910493815,97.94910207586608,97.52099408436189,96.42857365093562
SKG6077,SKG6077__S_SaeedMarketDarmanRd,6,2G/3G/LTE,Diamond,Macro,B2S,C4-NRW-05,Enfrashare,Enfrashare,Non DG Site,98.13131595977691,99.55729166666664,98.45439441457577,99.28771219135797,99.57558617084818,95.7569122942386,99.5699858124253
PMD6138,PMD6138__S_Kotli_Said_MeerWarid_MDSK1889,9,2G/3G/LTE,Diamond,Macro,Standby,C4-SKT-03,Jazz Host/TELENOR Guest,DEODAR,DG site,99.78056966016192,99.9829144620811,100,99.9355495541838,99.80265996283019,99.8759002057613,99.93740043807246
RUR5973,RUR5973__S_Dharamkot Warid_1N3553,12,2G/3G/LTE,Platinum,Macro,Standby,C4-NRW-05,JAZZ,DEODAR,DG site,95.57357004181569,97.68831983024664,97.5618684040219,93.83714313271567,99.59506297291894,98.42804783950594,96.20916405316572
GUJ5519,GUJ5519_H_Nowshera Sansi Rd,9,2G/LTE,Platinum,Macro,B2S,C4-GUJ-02,ATL,ATL,Non DG Site,94.06940710872142,99.00320583480297,100,88.16737397119303,97.07760852250085,99.93319187242797,85.00253053232414
SKT1617,SKT1617__S_Haji_Pura_MDSK4272,12,2G/3G/LTE,Elite,Macro,Standby,C4-SKT-03,JAZZ,DEODAR,DG site,99.23573775388283,99.77132592041438,99.72015320091593,96.34799382716018,99.73458968040617,99.2193126286007,99.24961419753065
RUR0350,RUR0350__S_Pindi_Bhori,6,2G/3G/LTE,Elite,Macro,Standby,C4-NRW-05,JAZZ,DEODAR,DG site,98.67373141510674,99.262566137566,99.84720355436075,99.20195687585725,98.55639353511205,98.4418509945129,96.11779005708198
GUJ9452,GUJ9452__S_Janat Town Warid_MDGJ4161,12,2G/3G/LTE,Platinum,Macro,Standby,C4-GUJ-02,Jazz Host/CM-PAK Guest,DEODAR,DG site,98.94417687176414,98.33274774029961,99.54577981879716,98.70240162037027,99.58964929311026,99.82688721707817,98.17974350358412
GUJ5522,GUJ5522_H_Near Aroop Mor Gujranwala,9,2G/LTE,Elite,Macro,B2S,C4-GUJ-01,Enfrashare,Enfrashare,Non DG Site,98.51646505376343,99.67282572751319,100,99.28157150205752,98.70677352980209,98.14969135802461,95.75787368910115
RUR6587,RUR6587__S_NearShahGharib,6,2G/LTE,Diamond,Macro,B2S,C4-NRW-05,Enfrashare,Enfrashare,Non DG Site,98.90394763042607,99.9828731261022,99.98032407407406,99.67092335390944,99.66624352847468,99.99196244855966,98.70104042214251
GML1221,GML1221__S_Off loadGML9904E,9,2G/3G/LTE,Diamond,Macro,CP Prime,C4-NRW-05,Jazz Host/CM-PAK Guest,DEODAR,Non DG Site,98.27208200584056,99.61467978395027,99.72601802070842,99.73259602194737,99.72440013938622,98.89497599451256,99.11458333333286
GUJ3303,GUJ3303__P_MubarakColony,9,2G/3G/LTE,Platinum,Macro,Standby,C4-GUJ-02,JAZZ,DEODAR,DG site,98.71952990176541,98.98761298500844,95.99603411655337,98.10206618655677,96.37660958449476,99.69898834019196,98.82670416832586
HFZ9399,HFZ9399__S_Ghora ChowkWarid_HF1839,18,2G/3G/LTE,Elite,Macro,Standby,C4-HFZ-06,Jazz Host/TELENOR Guest,DEODAR,DG site,98.75122378202569,99.81979809670777,99.38615923270932,98.3696309156377,99.48950658768081,96.11990955075437,99.09910975043132
RUR5764,RUR5764_H_Miani Madharian Wala Kalar Sialkot,6,2G/LTE,Platinum,Macro,B2S,C4-SKT-03,Enfrashare,Enfrashare,Non DG Site,99.32329002389484,99.83038470017631,99.94707661290323,99.43769290123446,99.94754330943846,99.66300154320987,99.041591995221
HWY3259,HWY3259__JINNAH_ABADIwarid_MR1V3639,12,2G/3G/LTE,Platinum,Macro,Standby,C4-MBD-08,JAZZ,DEODAR,DG site,99.58587216248503,99.5116567460317,99.73635379330942,98.4582368827158,99.5184531810035,98.81155478395044,96.13512731481454
GUJ4651,GUJ4651__P_Imranclny,18,2G/3G/LTE,Elite,Macro,Standby,C4-GUJ-02,Jazz Host/CM-PAK Guest,DEODAR,DG site,99.99986517655636,99.73056979350375,99.96377397783087,99.76146690672151,99.61066100823044,98.89700145747584,96.49006869772978
RUR8069,RUR8069__S_Hundal,9,2G/3G/LTE,Elite,Macro,CP Prime,C4-SKT-03,JAZZ,DEODAR,Non DG Site,98.24266975308639,99.98298335537918,99.95407706093187,100,100,99.92311814128944,97.38062939731837
RUR0780,RUR0780__S_MangokiVirkan,6,2G/LTE,Diamond,Macro,Standby,C4-HFZ-06,Jazz Host/CM-PAK Guest,DEODAR,DG site,99.95336145957783,99.9771618716931,99.90967866387886,99.9130336934156,99.82421097172436,99.90914351851848,99.08670599362787
TPL9977,TPL9977__S_DogalVillage,6,2G/LTE,Gold,Macro,Standby,C4-GUJ-01,JAZZ,DEODAR,DG site,96.80340875149335,99.31464947089943,98.66646132019113,96.54465663580221,96.73131969334914,95.71016589506159,93.00916591995212
KNB9979,KNB9979__S_Machrala,9,2G/LTE,Diamond,Macro,CP Prime,C4-GUJ-01,JAZZ,DEODAR,Non DG Site,96.8473300809769,98.02717151675475,98.11253401699172,96.66454475308628,96.73098782025734,94.11831275720134,98.07335225009935
GUJ3885,GUJ3885__P_ArfatColony,9,2G/3G/LTE,Diamond,Macro,Standby,C4-GUJ-01,Jazz Host/UFONE Guest,DEODAR,DG site,98.77144729855297,99.97687481628454,99.99970961104471,98.9903978052125,99.6496249834062,99.61134687928667,97.77740442054936
GUJ5658,GUJ5658_H_Aziz Colony Gujranwala Punjab Pakistan,9,2G/LTE,Platinum,Macro,B2S,C4-GUJ-01,E.Co,E.CO,Non DG Site,91.97744507500303,97.9250716490299,97.51850192486381,98.3374485596707,99.86347570688967,96.91508058984907,98.48829732510279
DSK3494,DSK3494__P_GreenlandDaska,9,2G/3G/LTE,Platinum,Macro,CP Prime,C4-WZD-07,JAZZ,DEODAR,Non DG Site,97.34918442187707,99.82556216931214,100,99.988683127572,99.6303141178813,99.21231995884767,98.56705495818389
KMK5931,KMK5931__S_City Thana Warid_15253,18,2G/3G/LTE,Elite,Macro,Standby,C4-GUJ-01,JAZZ,DEODAR,DG site,98.91265929908396,99.62783840387999,98.71683343289514,98.8841306584361,99.38040330877465,94.90292781207111,97.00204516792753
RUR6072,RUR6072__P_Mianwal RanjhaWarid_4V4341,12,2G/3G/LTE,Diamond,Macro,Standby,C4-MBD-08,JAZZ,DEODAR,DG site,99.64804858622054,99.46731701940026,99.72275114496206,99.1014821244855,99.05007031561124,99.56343235596704,99.15926174830733
GUJ5569,GUJ5569_H_Sardar Colony Gujranwala,9,2G/LTE,Platinum,Macro,B2S,C4-GUJ-01,Enfrashare,Enfrashare,Non DG Site,98.48964555953796,99.78119488536153,99.7317428315412,97.3807013031549,99.19535294703296,99.57878943758568,95.09885669719881
MUS9610,MUS9610__H_SyedVillageMusaKhur,9,2G/3G/LTE,Gold,Macro,Standby,C4-MBD-08,JAZZ,DEODAR,DG site,99.16457171777505,99.99644051293353,99.69324555290055,99.92948388203017,100,99.9758659122085,99.64696999867246
GUJ8143,GUJ8143__T_AsiaMultani,3,2G/3G/LTE,Bronze,Micro,CP Prime,C4-GUJ-02,JAZZ,JAZZ,Non DG Site,97.60808691756246,96.68733465608442,99.50480386300266,98.93332047325096,99.09740890083626,96.9322916666666,98.88123506571084
GUJ0470,GUJ0470__P_WapdaTownGujwl,15,2G/3G/LTE,Elite,Macro,Standby,C4-GUJ-01,Jazz Host/TELENOR Guest,DEODAR,DG site,99.99710025886081,99.85214120370325,99.99213460772572,99.50631430041125,99.64139038231758,99.99852109053475,99.93400288729576
RUR8805,RUR8805__S_QilaMian,12,2G/3G/LTE,Platinum,Macro,Standby,C4-HFZ-06,JAZZ,DEODAR,DG site,98.37194469334909,99.65207162147253,99.7865330047789,99.33582497427977,99.84977038530461,99.15152391975303,99.52826314217435
GUJ5755,GUJ5755_H_Park Canal View Sector 2 Canal View,9,2G/LTE,Elite,Macro,B2S,C4-GUJ-01,ATL,ATL,Non DG Site,99.86988500597371,99.68371086860664,100,99.71386316872423,100,100,99.99968886897649
QDS5492,QDS5492__S_NearBilalMasjid,12,2G/LTE,Diamond,Macro,B2S,C4-HFZ-06,Enfrashare,Enfrashare,Non DG Site,98.82814055655116,99.74690324625217,99.695153823178,97.58559992283944,99.99267286439665,99.13962834362137,99.75512432795693
GUJ9849,GUJ9849__P_Mohallah_Qadri,18,2G/3G/LTE,Elite,Macro,Standby,C4-GUJ-01,JAZZ,DEODAR,DG site,97.65804418890202,97.92179921737196,99.4653109650869,99.03292181069946,98.99408228793298,97.82475994513024,97.70871706159544
KMK3244,KMK3244__P_Kassoki_Road,9,2G/3G/LTE,Elite,Macro,Standby,C4-GUJ-01,Jazz Host/TELENOR Guest,DEODAR,DG site,99.81435848931368,99.45080559229856,99.97293160095577,99.97974537037038,99.13362455197127,99.70376800411516,98.86225607327752
SKT1608,SKT1608__S_Pasroor Road_MDSK4183,12,2G/3G/LTE,Elite,Macro,Standby,C4-SKT-03,Jazz Host/UFONE Guest,DEODAR,DG site,99.42204301075255,99.72949046516744,99.31364496216644,99.04814493312736,96.90650201612884,85.06700102880636,96.24103942652306
GUJ3359,GUJ3359__S_DeltaRd,9,2G/3G/LTE,Elite,Macro,Standby,C4-GUJ-01,JAZZ,DEODAR,DG site,99.99527080844284,98.68840939153431,100,99.75874485596707,100,100,95.40104788928691
SKT6057,SKT6057__S_Buttar,9,2G/LTE,Diamond,Macro,B2S,C4-SKT-03,Enfrashare,Enfrashare,Non DG Site,99.38296495420147,99.88014862580829,100,99.13650977366238,99.99993777379525,99.87367112482849,99.05161041417755
KMK6923,KMK6923__P_SadruddinKamonki,18,2G/3G/LTE,Elite,Macro,Standby,C4-GUJ-01,JAZZ,DEODAR,DG site,99.16290198128229,99.78459362139911,99.45141377937068,99.91374099794236,97.83847944046184,99.5917031035665,98.69531353710327
GUJ4144,GUJ4144__S_BBlockSatteliteTown,9,2G/3G/LTE,Diamond,Macro,Standby,C4-GUJ-01,Jazz Host/TELENOR Guest,DEODAR,DG site,100,99.57736258083479,98.6061330147351,99.35048010973932,99.90755260188502,100,99.92615823709006
PSR9855,PSR9855__S_MohallahDoBurj,12,2G/3G/LTE,Elite,Macro,Standby,C4-NRW-05,Jazz Host/CM-PAK Guest,DEODAR,DG site,98.39504617184377,99.62162078373011,99.62359368777375,97.56158371913571,98.86395173735548,97.89025527263354,97.4312556003582
RUR2752,RUR2752__P_Bularwali,12,2G/3G/LTE,Platinum,Macro,Standby,C4-SKT-03,JAZZ,DEODAR,DG site,99.70120013606794,99.9950970936214,99.63952359617677,100,99.03860513739545,99.3655799897119,99.38856531262442
GUJ4667,GUJ4667__P_GujDHA1GujCantt,9,2G/3G/LTE,Elite,Macro,Standby,C4-GUJ-02,JAZZ,DEODAR,DG site,98.42804161688545,98.21182851998812,98.62189698659215,95.21326303154963,96.30641842559375,96.79151663237266,96.58521256471494
HFZ9826,HFZ9826__S_Hakim_Colony,12,2G/3G/LTE,Gold,Macro,Standby,C4-HFZ-06,JAZZ,DEODAR,DG site,99.20971164376724,99.42234691909165,98.3737181401831,97.7100212191355,96.9504959428512,95.74275012860069,99.04781461569084
GUJ3803,GUJ3803__P_Usman_Colony,9,2G/3G/LTE,Elite,Macro,CP Prime,C4-GUJ-01,Jazz Host/TELENOR Guest,DEODAR,Non DG Site,99.19325799814142,99.7447273662551,99.87986194079384,99.87384259259257,99.1788422607194,99.08852023319614,98.96051125049769
GUJ3195,GUJ3195__S_BilalPura,9,2G/3G/LTE,Platinum,Macro,Standby,C4-GUJ-01,JAZZ,DEODAR,DG site,100,99.71071704144615,99.8178431567768,99.75649434156374,99.78639818133541,99.75947359396432,99.47559903093045
SKT8946,SKT8946__P_ShabazClnyMhmdPur,9,2G/3G/LTE,Elite,Macro,Standby,C4-SKT-03,JAZZ,DEODAR,DG site,99.66590750696929,99.98564722957079,100,99.78971622085034,99.93292015133413,98.55675582990385,96.13628679642888
GUJ4660,GUJ4660__P_ClnyKalarAbadi,18,2G/3G/LTE,Elite,Macro,Standby,C4-GUJ-02,Jazz Host/TELENOR Guest,DEODAR,DG site,98.8062732311163,97.5491898148146,99.74277761184119,97.982435270919,89.93376020509736,99.46998242455406,95.49129662816914
RUR3268,RUR3268__S_PropiNagra,9,2G/LTE,Gold,Macro,Standby,C4-WZD-07,Jazz Host/CM-PAK Guest,DEODAR,DG site,96.7677220230981,99.65022872574946,99.71382168458771,99.13556670096017,97.82081756936128,99.06397890946495,99.28315412186375
MDW8987,MDW8987__H_BhagowalSialkot_AB,12,2G/3G/LTE,Diamond,Macro,Standby,C4-SKT-03,JAZZ,DEODAR,DG site,99.4499359070091,99.98995880180769,98.97502551274385,99.69447659465,99.00621639784943,99.99699395576127,99.97745855734765
RUR0346,RUR0346__S_Gondlanwala,9,2G/3G/LTE,Elite,Macro,OMO,C4-GUJ-02,Jazz Guest/UFONE Host,UFONE,Non DG Site,99.01211751626171,99.78574184303348,97.25422723350587,98.09164951989017,97.70789774990041,99.25865912208498,96.70408535775903
GUJ6441,GUJ6441__S_KhajoorWaliRd,9,2G/LTE,Diamond,Macro,B2S,C4-GUJ-02,Enfrashare,Enfrashare,Non DG Site,100,99.9848434744268,99.68326861808043,96.2804998285321,99.02937491703163,85.33954903978034,92.97623788663198
RUR4481,RUR4481__S_HFZWanikayTarar,12,2G/3G/LTE,Diamond,Macro,Standby,C4-HFZ-06,JAZZ,DEODAR,DG site,99.7070701413779,99.89319816468254,99.9845990143369,100,97.95042438271594,99.12790959362137,97.40205595380313
SKT6551,SKT6551__S_TheGreenFieldSchool_RL_SKT3232,12,2G+3G+4G,Bronze,Micro,B2S,C4-SKT-03,Tawal,Tawal,Non DG Site,98.76571211668644,97.88142774470889,98.55464083034636,88.46140367798313,98.020553315412,100,99.75507765830342
RUR9992,RUR9992__P_HafizabadRoad,12,2G/3G/LTE,Elite,Macro,Standby,C4-HFZ-06,Jazz Host/UFONE Guest,DEODAR,DG site,99.58453118777378,99.34682264109342,99.6823041119076,99.52650784465017,99.66198725607319,98.60627250514378,99.79025102050971
SKT9474,SKT9474__S_Pakistan_Chowk_Sialkot_Cantt_MDSK1891,10,2G/3G/LTE,Diamond,Macro,Standby,C4-SKT-03,JAZZ,DEODAR,DG site,99.21453106332129,99.73152281746025,99.91704002389484,97.59319058641962,99.32480212066903,98.90327932098761,92.14951090203088
SKT3618,SKT3618__S_Pakpura,9,2G/3G/LTE,Platinum,Macro,Standby,C4-SKT-03,JAZZ,DEODAR,DG site,99.89421545201112,98.90099114491461,99.89149824107258,100,99.83808741537236,99.87564300411519,91.20783137528183
SKT3357,SKT3357__S_UhallahShahabuddin,9,2G/3G/LTE,Platinum,Macro,Standby,C4-SKT-03,JAZZ,DEODAR,DG site,99.95065461967343,98.54772927689585,100,98.48583247599437,99.9999377737953,99.99959276406032,98.99705877472448
MBN6443,MBN6443__S_GulbargTown,9,2G/LTE,Platinum,Macro,B2S,C4-MBD-08,E.Co,E.CO,Non DG Site,91.91642191026132,94.12898203262753,96.17539078056542,87.32679612482806,94.69546495420131,96.62313528806575,97.15174067436597
RUR5311,RUR5311__S_KakhanWali,9,2G/LTE,Diamond,Macro,B2S,C4-SKT-03,Enfrashare,Enfrashare,Non DG Site,98.93157606531258,99.88949514991178,98.82224462365583,99.79100222908082,99.02622212266026,99.33269032921807,100
HFQ8540,HFQ8540__S_ChotDheeran,6,2G/3G/LTE,Gold,Macro,Standby,C4-MBD-08,JAZZ,DEODAR,DG site,90.68143916766222,99.66400738536147,99.54668209876532,98.41210133744843,100,99.1605902777777,97.48696361011535
RUR6392,RUR6392__S_Tamboli_TPLTI001,9,2G/LTE,Gold,Macro,OMO,C4-GUJ-01,Jazz Guest/TELENOR Host,TELENOR,Non DG Site,89.97291085888747,93.69398974867715,76.78342376875068,95.13528806584353,93.12593339307024,88.08472650891596,88.68847902562035
RUR5470,RUR5470__S_Dulchike,9,2G/LTE,Platinum,Macro,B2S,C4-WZD-07,E.Co,E.CO,Non DG Site,99.54919188902161,100,100,99.32043038408777,99.66511930837645,98.61355452674893,95.52651666002899
RUR6221,RUR6221__S_Village_Mong_MR2X3605,8,2G/LTE,Diamond,Macro,Standby,C4-MBD-08,JAZZ,DEODAR,DG site,97.39630002986829,99.73811073908725,100,97.92042824074058,99.51365554062123,99.46346932870347,98.75497031810023
RUR0178,RUR0178__S_Sharakot,12,2G/3G/LTE,Platinum,Macro,Standby,C4-HFZ-06,JAZZ,DEODAR,DG site,99.61867781760233,99.97437169312158,99.9132877837513,99.08900784464977,98.11477934587782,98.65237590020541,97.70579761549138
GUJ9534,GUJ9534__,18,2G/3G/LTE,Elite,Macro,OMO,C4-GUJ-02,Jazz Guest/PTCL Host,PTCL,Non DG Site,98.44970670715513,99.65223811360961,99.05979316009551,97.77513074416999,89.34222753219147,97.04289909122076,90.20221442320425
KLW9891,KLW9891__S_Kuluwal,9,2G/3G/LTE,Diamond,Macro,Standby,C4-SKT-03,JAZZ,DEODAR,DG site,99.76739844683391,99.90623622134035,99.80938039293771,99.23906893004114,99.67208864330274,99.63007973251024,99.2090427120668
SKT9484,SKT9484__S_Hotel Taj Mahal_MDSK4283,12,2G/3G/LTE,Elite,Macro,Standby,C4-SKT-03,Jazz Host/CM-PAK Guest,DEODAR,DG site,99.7414967891278,99.92988384589943,99.92414625647152,100,99.85199497212261,99.10746206275716,96.49913194444426
RUR0712,RUR0712__S_WadalaSandhuan,9,2G/3G/LTE,Diamond,Macro,OMO,C4-NRW-05,Jazz Guest/UFONE Host,UFONE,Non DG Site,91.54976437010473,99.83520723104054,100,99.80306927297661,99.95822547457848,99.50842335390944,97.9215410527014
RUR2274,RUR2274__S_Bureyala_ZONG-7733,6,2G/LTE,Bronze,Macro,OMO,C4-HFZ-06,Jazz Guest/CM-PAK Host,CM-PAK ,Non DG Site,81.10190163281526,96.01886298500868,100,97.6252893518518,96.60325816407793,96.82407407407403,99.19821535244922
RUR9375,RUR9375__S_Maluchit,6,2G+4G+L9,Bronze,Macro,B2S,C4-SKT-03,Enfrashare,Enfrashare,Non DG Site,98.35962390481875,98.02107445987652,98.86944319992033,99.09301054526739,97.27334104938264,99.03063914609054,98.95911116089195
RUR9493,RUR9493__S_Ghalla_Mandi_QD1595,11,2G/3G/LTE,Elite,Macro,CP Prime,C4-HFZ-06,JAZZ,DEODAR,Non DG Site,100,99.57916215728703,99.81598579884864,98.7236602132431,99.91631706853443,99.992424242424,98.7660034484628
SKT3888,SKT3888__S_amgarha_Aimanaba,12,2G/3G/LTE,Elite,Macro,Standby,C4-SKT-03,JAZZ,DEODAR,DG site,84.20974275686949,86.26393366953235,95.4738992184388,90.75456532921775,98.60821759259245,96.27724729938258,93.41248506571063
CML9909,CML9909__H_Chak_Saada,9,2G/3G/LTE,Bronze,Macro,CP Prime,C4-MBD-08,Jazz Host/TELENOR Guest,DEODAR,Non DG Site,99.64095479888485,99.89080412257489,99.99062458515859,99.467528292181,99.39034913049245,99.55388374485594,99.54087431966016
SKT4153,SKT4153__S_SherayWaliKhankah,12,2G/3G/LTE,Platinum,Macro,Standby,C4-SKT-03,JAZZ,DEODAR,DG site,98.87695701413773,99.67284295083768,99.56815013938665,94.49506494341531,99.79306675627238,99.27732767489702,98.8769103444841
JPB3533,JPB3533__P_MohallahMustfabad,12,2G/3G/LTE,Elite,Macro,Standby,C4-HFZ-06,Jazz Host/TELENOR Guest,DEODAR,DG site,98.86244275189154,99.03387483465596,99.74132566706483,98.83383166152252,99.85347284448419,99.2189107510287,98.91987753882897
RUR8325,RUR8325__S_Kotli_MughlanWarid_MR625370,6,2G/3G/LTE,Gold,Macro,Standby,C4-WZD-07,JAZZ,DEODAR,DG site,99.95958408004778,99.9824322089947,99.98039874551971,99.62313528806581,100,99.97907021604937,100
RUR8091,RUR8091__S_Pipnakha,12,2G/3G/LTE,Diamond,Macro,Standby,C4-HFZ-06,JAZZ,DEODAR,DG site,99.73762320788522,99.56962356701935,99.37268207387484,99.66325874485597,99.46690810434087,98.71569573045261,94.1031025985662
GUJ3744,GUJ3744__S_Wblkpeoplesclny,12,2G/3G/LTE,Platinum,Macro,Standby,C4-GUJ-01,Jazz Host/TELENOR Guest,DEODAR,DG site,98.64679783950602,99.70861579585532,99.6281050876144,98.49856931584344,99.35662771306245,99.77076903292166,99.95242806650737
GUJ9430,GUJ9430__S_Nusrat Colony Warid_MDGJ4642,9,2G/3G/LTE,Elite,Macro,OMO,C4-HFZ-06,Jazz Guest/UFONE Host,UFONE,Non DG Site,98.74879696004245,99.15208425191054,99.47466563786004,97.07752486282574,98.91228594185574,99.21514917695467,99.33749834063444
SKT6066,SKT6066__S_AFDenimIndustries,9,2G/LTE,Gold,Macro,B2S,C4-SKT-03,Enfrashare,Enfrashare,Non DG Site,99.5251310898712,99.49101631393292,100,100,100,99.99991426611793,99.99887992831539
MLL4167,MLL4167__S_ParachaPtrlPump,12,2G/3G/LTE,Platinum,Macro,Standby,C4-MBD-08,Jazz Host/TELENOR Guest,DEODAR,DG site,99.2882877837514,99.90015638778654,99.57018804759055,99.56073173868303,99.97876530764636,99.78534915123454,98.83034958681795
RUR6446,RUR6446__S_ChakMuslim,9,2G/LTE,Gold,Macro,B2S,C4-GUJ-01,Enfrashare,Enfrashare,Non DG Site,98.04180356431696,99.96493331128742,99.67517921146948,98.5194187242798,96.65814167662278,98.9237611454046,99.61562873357225
GUJ9446,GUJ9446__S_Qaddafi Rd Warid_MDGJ4640,12,2G/3G/LTE,Platinum,Macro,Standby,C4-GUJ-02,JAZZ,DEODAR,DG site,99.0433187724013,99.7864307760141,99.34018443847067,93.14064107510264,87.6079002389485,100,99.4488936180803
HFZ5785,HFZ5785_H_Ali Pur Rd Hafizabad,6,2G/LTE,Diamond,Macro,B2S,C4-HFZ-06,Enfrashare,Enfrashare,Non DG Site,98.42060558542404,97.09976438492053,99.90535394265231,98.49498456790117,98.42573924731178,95.10294495884764,97.45463709677412
GUJ9422,GUJ9422__S_Meena bazar Warid_GJ4233,9,2G/3G/LTE,Gold,Macro,CP Prime,C4-GUJ-01,JAZZ,DEODAR,Non DG Site,98.00156395194466,97.07265487213397,99.79697663613432,91.17043895747561,97.16570008628678,97.14315414951966,94.5413099030929
RUR5664,RUR5664_H_USF_USLK017_Langah Narowal,8,2G/LTE,Platinum,Macro,B2S,C4-NRW-05,Enfrashare,Enfrashare,Non DG Site,96.68412111708473,99.98325892857143,98.73605744100955,98.65676842206787,96.77680704898435,96.89325327932082,98.85348995669052
GUJ3741,GUJ3741__P_SuperAsiaFactory,12,2G/3G/LTE,Elite,Macro,Standby,C4-GUJ-01,JAZZ,DEODAR,DG site,98.24688557845471,99.05199377204579,98.46909535543591,97.28997878086396,88.2721649741135,88.8806745113164,94.34334241835886
SKK3610,SKK3610__S_InayatpuraHafiz,9,2G/3G/LTE,Platinum,Macro,CP Prime,C4-HFZ-06,JAZZ,DEODAR,Non DG Site,97.80978278906136,99.54594723691939,100,97.85213048696824,97.92307596575044,97.39433299039747,98.74244988716296
SKT0315,SKT0315__H_IndustrialEstateSkt,12,2G/3G/LTE,Hub,Macro,Standby,C4-SKT-03,JAZZ,DEODAR,DG site,98.4119250298685,99.6419959766313,99.96362878335323,98.08219200102859,99.3254057148545,99.99075681584354,94.29979963162046
RUR9198,RUR9198__S_BunBajwa,6,2G/LTE,Bronze,Macro,CP Prime,C4-NRW-05,JAZZ,DEODAR,Non DG Site,97.11628210872153,99.91774140211639,99.71652852449215,99.98881172839502,99.68983348267618,98.16419110082282,94.20758039625629
